sseqid,canonical_id,display_name,gbk_type,category,function_class,cassette_role,tier,verification_status,expected_length_min,expected_length_max,organism_context
SPLICIFY_PROMOTER_BACTERIAL_ARABAD_CL_PRO_bfcee966,PROMOTER_BACTERIAL_ARABAD__CL_PROMOTER_BACTERIAL_012,Arabad,promoter,PROMOTER_BACTERIAL,araBAD,promoter,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_PROMOTER_BACTERIAL_ARABAD_CL_PRO_47456f65,PROMOTER_BACTERIAL_ARABAD__CL_PROMOTER_BACTERIAL_013,Arabad,promoter,PROMOTER_BACTERIAL,araBAD,promoter,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_PROMOTER_POL2_CAG_CL_PROMOTER_POL2_061,PROMOTER_POL2_CAG__CL_PROMOTER_POL2_061,Cag,promoter,PROMOTER_POL2,CAG,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_CAG_CL_PROMOTER_POL2_074,PROMOTER_POL2_CAG__CL_PROMOTER_POL2_074,Cag,promoter,PROMOTER_POL2,CAG,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_CAG_CL_PROMOTER_POL2_082,PROMOTER_POL2_CAG__CL_PROMOTER_POL2_082,Cag,promoter,PROMOTER_POL2,CAG,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_CAG_CL_PROMOTER_POL2_093,PROMOTER_POL2_CAG__CL_PROMOTER_POL2_093,Cag,promoter,PROMOTER_POL2,CAG,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_CAG_CL_PROMOTER_POL2_102,PROMOTER_POL2_CAG__CL_PROMOTER_POL2_102,Cag,promoter,PROMOTER_POL2,CAG,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_CAG_CL_PROMOTER_POL2_139,PROMOTER_POL2_CAG__CL_PROMOTER_POL2_139,Cag,promoter,PROMOTER_POL2,CAG,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_CAG_CL_PROMOTER_POL2_142,PROMOTER_POL2_CAG__CL_PROMOTER_POL2_142,Cag,promoter,PROMOTER_POL2,CAG,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_EF1A_CL_PROMOTER_POL2_018,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_018,Ef1A,promoter,PROMOTER_POL2,Ef1A,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_EF1A_CL_PROMOTER_POL2_026,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_026,Ef1A,promoter,PROMOTER_POL2,EF1a,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_EF1A_CL_PROMOTER_POL2_034,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_034,Ef1A,promoter,PROMOTER_POL2,Ef1A,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_EF1A_CL_PROMOTER_POL2_045,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_045,Ef1A,promoter,PROMOTER_POL2,Ef1A,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_EF1A_CL_PROMOTER_POL2_053,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_053,Ef1A,promoter,PROMOTER_POL2,Ef1A,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_EF1A_CL_PROMOTER_POL2_079,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_079,Ef1A,promoter,PROMOTER_POL2,EF1a,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_EF1A_CL_PROMOTER_POL2_081,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_081,Ef1A,promoter,PROMOTER_POL2,EF1a,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_EF1A_CL_PROMOTER_POL2_092,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_092,Ef1A,promoter,PROMOTER_POL2,EF1a,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_EF1A_CL_PROMOTER_POL2_106,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_106,Ef1A,promoter,PROMOTER_POL2,Ef1A,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_EF1A_CL_PROMOTER_POL2_132,PROMOTER_POL2_EF1A__CL_PROMOTER_POL2_132,Ef1A,promoter,PROMOTER_POL2,Ef1A,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_PGK_CL_PROMOTER_POL2_064,PROMOTER_POL2_PGK__CL_PROMOTER_POL2_064,Pgk,promoter,PROMOTER_POL2,PGK,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_PGK_CL_PROMOTER_POL2_066,PROMOTER_POL2_PGK__CL_PROMOTER_POL2_066,Pgk,promoter,PROMOTER_POL2,PGK,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_PGK_CL_PROMOTER_POL2_086,PROMOTER_POL2_PGK__CL_PROMOTER_POL2_086,Pgk,promoter,PROMOTER_POL2,PGK,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_PGK_CL_PROMOTER_POL2_094,PROMOTER_POL2_PGK__CL_PROMOTER_POL2_094,Pgk,promoter,PROMOTER_POL2,PGK,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_PGK_CL_PROMOTER_POL2_095,PROMOTER_POL2_PGK__CL_PROMOTER_POL2_095,Pgk,promoter,PROMOTER_POL2,PGK,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_PGK_CL_PROMOTER_POL2_103,PROMOTER_POL2_PGK__CL_PROMOTER_POL2_103,Pgk,promoter,PROMOTER_POL2,PGK,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_PGK_CL_PROMOTER_POL2_104,PROMOTER_POL2_PGK__CL_PROMOTER_POL2_104,Pgk,promoter,PROMOTER_POL2,PGK,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_PGK_CL_PROMOTER_POL2_110,PROMOTER_POL2_PGK__CL_PROMOTER_POL2_110,Pgk,promoter,PROMOTER_POL2,PGK,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_PGK_CL_PROMOTER_POL2_123,PROMOTER_POL2_PGK__CL_PROMOTER_POL2_123,Pgk,promoter,PROMOTER_POL2,PGK,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_PGK_CL_PROMOTER_POL2_125,PROMOTER_POL2_PGK__CL_PROMOTER_POL2_125,Pgk,promoter,PROMOTER_POL2,PGK,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_PGK_CL_PROMOTER_POL2_140,PROMOTER_POL2_PGK__CL_PROMOTER_POL2_140,Pgk,promoter,PROMOTER_POL2,PGK,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_PGK_CL_PROMOTER_POL2_141,PROMOTER_POL2_PGK__CL_PROMOTER_POL2_141,Pgk,promoter,PROMOTER_POL2,PGK,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_PGK_CL_PROMOTER_POL2_145,PROMOTER_POL2_PGK__CL_PROMOTER_POL2_145,Pgk,promoter,PROMOTER_POL2,PGK,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_SV40_EARLY_CL_PROM_9d0d09aa,PROMOTER_POL2_SV40_EARLY__CL_PROMOTER_POL2_010,Sv40 Early,promoter,PROMOTER_POL2,SV40_early,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_SV40_EARLY_CL_PROM_4115a1ae,PROMOTER_POL2_SV40_EARLY__CL_PROMOTER_POL2_024,Sv40 Early,promoter,PROMOTER_POL2,SV40_early,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_SV40_EARLY_CL_PROM_1056a92f,PROMOTER_POL2_SV40_EARLY__CL_PROMOTER_POL2_031,Sv40 Early,promoter,PROMOTER_POL2,SV40_early,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_SV40_EARLY_CL_PROM_045512de,PROMOTER_POL2_SV40_EARLY__CL_PROMOTER_POL2_033,Sv40 Early,promoter,PROMOTER_POL2,SV40_early,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_SV40_EARLY_CL_PROM_76c9dd17,PROMOTER_POL2_SV40_EARLY__CL_PROMOTER_POL2_063,Sv40 Early,promoter,PROMOTER_POL2,SV40_early,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_SV40_EARLY_CL_PROM_31fcf7ff,PROMOTER_POL2_SV40_EARLY__CL_PROMOTER_POL2_085,Sv40 Early,promoter,PROMOTER_POL2,SV40_early,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_SV40_EARLY_CL_PROM_2924458e,PROMOTER_POL2_SV40_EARLY__CL_PROMOTER_POL2_091,Sv40 Early,promoter,PROMOTER_POL2,SV40_early,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_SV40_EARLY_CL_PROM_16d3d8b9,PROMOTER_POL2_SV40_EARLY__CL_PROMOTER_POL2_117,Sv40 Early,promoter,PROMOTER_POL2,SV40_early,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_001,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_001,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_002,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_002,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_003,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_003,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_004,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_004,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_005,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_005,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_006,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_006,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_007,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_007,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_008,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_008,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_009,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_009,Tre3G,promoter,PROMOTER_POL2,Tre3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_011,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_011,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_012,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_012,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_013,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_013,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_016,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_016,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_017,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_017,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_019,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_019,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_020,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_020,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_022,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_022,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_023,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_023,Tre3G,promoter,PROMOTER_POL2,Tre3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_025,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_025,Tre3G,promoter,PROMOTER_POL2,Tre3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_027,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_027,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_028,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_028,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_029,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_029,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_030,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_030,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_032,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_032,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_036,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_036,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_040,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_040,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_041,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_041,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_042,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_042,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_043,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_043,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_046,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_046,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_048,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_048,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_049,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_049,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_051,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_051,Tre3G,promoter,PROMOTER_POL2,Tre3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_052,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_052,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_056,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_056,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_058,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_058,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_060,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_060,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_065,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_065,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_067,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_067,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_068,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_068,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_070,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_070,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_071,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_071,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_072,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_072,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_073,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_073,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_075,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_075,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_076,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_076,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_077,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_077,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_078,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_078,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_080,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_080,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_083,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_083,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_084,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_084,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_088,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_088,Tre3G,promoter,PROMOTER_POL2,Tre3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_089,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_089,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_090,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_090,Tre3G,promoter,PROMOTER_POL2,Tre3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_096,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_096,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_097,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_097,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_098,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_098,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_099,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_099,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_101,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_101,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_105,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_105,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_109,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_109,Tre3G,promoter,PROMOTER_POL2,Tre3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_118,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_118,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_124,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_124,Tre3G,promoter,PROMOTER_POL2,Tre3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL2_TRE3G_CL_PROMOTER_POL2_127,PROMOTER_POL2_TRE3G__CL_PROMOTER_POL2_127,Tre3G,promoter,PROMOTER_POL2,TRE3G,promoter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
