sseqid,canonical_id,display_name,gbk_type,category,function_class,cassette_role,tier,verification_status,expected_length_min,expected_length_max,organism_context
SPLICIFY_ORI_BACTERIAL_FISSION_CL_ORI_BAC_c9ccb321,ORI_BACTERIAL_FISSION__CL_ORI_BACTERIAL_196,Fission,rep_origin,ORI_BACTERIAL,Fission,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_MYCOBACTERIAL_CL_O_4b03fa47,ORI_BACTERIAL_MYCOBACTERIAL__CL_ORI_BACTERIAL_144,Mycobacterial,rep_origin,ORI_BACTERIAL,Mycobacterial,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_MYCOBACTERIAL_CL_O_c8fd84a7,ORI_BACTERIAL_MYCOBACTERIAL__CL_ORI_BACTERIAL_167,Mycobacterial,rep_origin,ORI_BACTERIAL,Mycobacterial,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_ORI6KGAMMA_CL_ORI__bf812fbd,ORI_BACTERIAL_ORI6KGAMMA__CL_ORI_BACTERIAL_037,Ori6Kgamma,rep_origin,ORI_BACTERIAL,Ori6Kgamma,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_ORIF1_CL_ORI_BACTERIAL_173,ORI_BACTERIAL_ORIF1__CL_ORI_BACTERIAL_173,Orif1,rep_origin,ORI_BACTERIAL,Orif1,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_ORIM_CL_ORI_BACTERIAL_132,ORI_BACTERIAL_ORIM__CL_ORI_BACTERIAL_132,Orim,rep_origin,ORI_BACTERIAL,Orim,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_ORIS_CL_ORI_BACTERIAL_116,ORI_BACTERIAL_ORIS__CL_ORI_BACTERIAL_116,Oris,rep_origin,ORI_BACTERIAL,Oris,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_ORIT_CL_ORI_BACTERIAL_134,ORI_BACTERIAL_ORIT__CL_ORI_BACTERIAL_134,Orit,rep_origin,ORI_BACTERIAL,Orit,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_ORIV_CL_ORI_BACTERIAL_048,ORI_BACTERIAL_ORIV__CL_ORI_BACTERIAL_048,Oriv,rep_origin,ORI_BACTERIAL,Oriv,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_ORIV_CL_ORI_BACTERIAL_049,ORI_BACTERIAL_ORIV__CL_ORI_BACTERIAL_049,Oriv,rep_origin,ORI_BACTERIAL,Oriv,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_ORIV_CL_ORI_BACTERIAL_117,ORI_BACTERIAL_ORIV__CL_ORI_BACTERIAL_117,Oriv,rep_origin,ORI_BACTERIAL,Oriv,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_ORIV_CL_ORI_BACTERIAL_191,ORI_BACTERIAL_ORIV__CL_ORI_BACTERIAL_191,Oriv,rep_origin,ORI_BACTERIAL,Oriv,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_ORIV_CL_ORI_BACTERIAL_200,ORI_BACTERIAL_ORIV__CL_ORI_BACTERIAL_200,Oriv,rep_origin,ORI_BACTERIAL,Oriv,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_ORIV_CL_ORI_BACTERIAL_203,ORI_BACTERIAL_ORIV__CL_ORI_BACTERIAL_203,Oriv,rep_origin,ORI_BACTERIAL,Oriv,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_ORI_PCG1_CL_ORI_BA_c509525e,ORI_BACTERIAL_ORI_PCG1__CL_ORI_BACTERIAL_076,Ori Pcg1,rep_origin,ORI_BACTERIAL,Ori_Pcg1,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PBBR1_CL_ORI_BACTERIAL_001,ORI_BACTERIAL_PBBR1__CL_ORI_BACTERIAL_001,Pbbr1,rep_origin,ORI_BACTERIAL,pBBR1,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PBBR1_CL_ORI_BACTERIAL_002,ORI_BACTERIAL_PBBR1__CL_ORI_BACTERIAL_002,Pbbr1,rep_origin,ORI_BACTERIAL,Pbbr1,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PBBR1_CL_ORI_BACTERIAL_004,ORI_BACTERIAL_PBBR1__CL_ORI_BACTERIAL_004,Pbbr1,rep_origin,ORI_BACTERIAL,pBBR1,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PBBR1_CL_ORI_BACTERIAL_024,ORI_BACTERIAL_PBBR1__CL_ORI_BACTERIAL_024,Pbbr1,rep_origin,ORI_BACTERIAL,pBBR1,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PBBR1_CL_ORI_BACTERIAL_169,ORI_BACTERIAL_PBBR1__CL_ORI_BACTERIAL_169,Pbbr1,rep_origin,ORI_BACTERIAL,pBBR1,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PBBR1_CL_ORI_BACTERIAL_189,ORI_BACTERIAL_PBBR1__CL_ORI_BACTERIAL_189,Pbbr1,rep_origin,ORI_BACTERIAL,Pbbr1,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PHAGE_CL_ORI_BACTERIAL_035,ORI_BACTERIAL_PHAGE__CL_ORI_BACTERIAL_035,Phage,rep_origin,ORI_BACTERIAL,Phage,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PHAGE_CL_ORI_BACTERIAL_036,ORI_BACTERIAL_PHAGE__CL_ORI_BACTERIAL_036,Phage,rep_origin,ORI_BACTERIAL,Phage,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PLG339_CL_ORI_BACTERIAL_182,ORI_BACTERIAL_PLG339__CL_ORI_BACTERIAL_182,Plg339,rep_origin,ORI_BACTERIAL,Plg339,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PMB1_CL_ORI_BACTERIAL_161,ORI_BACTERIAL_PMB1__CL_ORI_BACTERIAL_161,Pmb1,rep_origin,ORI_BACTERIAL,Pmb1,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PMB1_CL_ORI_BACTERIAL_204,ORI_BACTERIAL_PMB1__CL_ORI_BACTERIAL_204,Pmb1,rep_origin,ORI_BACTERIAL,Pmb1,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PSA_ORI_CL_ORI_BAC_596c404d,ORI_BACTERIAL_PSA_ORI__CL_ORI_BACTERIAL_015,Psa-Ori,rep_origin,ORI_BACTERIAL,Psa-Ori,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PSA_ORI_CL_ORI_BAC_b14148b3,ORI_BACTERIAL_PSA_ORI__CL_ORI_BACTERIAL_198,Psa-Ori,rep_origin,ORI_BACTERIAL,Psa-Ori,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PUC_CL_ORI_BACTERIAL_121,ORI_BACTERIAL_PUC__CL_ORI_BACTERIAL_121,Puc,rep_origin,ORI_BACTERIAL,Puc,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PVS1_CL_ORI_BACTERIAL_054,ORI_BACTERIAL_PVS1__CL_ORI_BACTERIAL_054,Pvs1,rep_origin,ORI_BACTERIAL,Pvs1,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PVS1_CL_ORI_BACTERIAL_141,ORI_BACTERIAL_PVS1__CL_ORI_BACTERIAL_141,Pvs1,rep_origin,ORI_BACTERIAL,Pvs1,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_PVS1_CL_ORI_BACTERIAL_160,ORI_BACTERIAL_PVS1__CL_ORI_BACTERIAL_160,Pvs1,rep_origin,ORI_BACTERIAL,Pvs1,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_R6K_CL_ORI_BACTERIAL_023,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_023,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_R6K_CL_ORI_BACTERIAL_041,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_041,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_R6K_CL_ORI_BACTERIAL_075,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_075,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_R6K_CL_ORI_BACTERIAL_110,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_110,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_R6K_CL_ORI_BACTERIAL_112,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_112,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_R6K_CL_ORI_BACTERIAL_131,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_131,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_R6K_CL_ORI_BACTERIAL_146,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_146,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_R6K_CL_ORI_BACTERIAL_148,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_148,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_R6K_CL_ORI_BACTERIAL_154,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_154,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_R6K_CL_ORI_BACTERIAL_163,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_163,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_R6K_CL_ORI_BACTERIAL_174,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_174,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_R6K_CL_ORI_BACTERIAL_177,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_177,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_R6K_CL_ORI_BACTERIAL_187,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_187,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_R6K_CL_ORI_BACTERIAL_195,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_195,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_R6K_CL_ORI_BACTERIAL_199,ORI_BACTERIAL_R6K__CL_ORI_BACTERIAL_199,R6K,rep_origin,ORI_BACTERIAL,R6K,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_CL_ORI_BACTERIAL_065,ORI_BACTERIAL_REP__CL_ORI_BACTERIAL_065,Rep,rep_origin,ORI_BACTERIAL,Rep,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_CL_ORI_BACTERIAL_149,ORI_BACTERIAL_REP__CL_ORI_BACTERIAL_149,Rep,rep_origin,ORI_BACTERIAL,Rep,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__d18f8881,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_003,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__097a93e7,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_006,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__7e4281ec,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_007,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__19e34b08,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_008,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__819fe06e,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_026,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__69838170,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_030,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__73128157,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_040,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__f090a80d,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_042,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__502e1831,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_043,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__2b339b4f,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_058,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__9a1ceb6a,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_059,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__ed1c0a4f,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_064,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__3c8661b9,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_077,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__fcbf8a8c,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_078,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__fb4a9055,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_102,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__763b868e,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_103,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__53190598,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_113,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__806399f5,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_122,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__1fce9201,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_124,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__dc581b32,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_126,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__fbad5276,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_127,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__9588e0e4,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_130,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__6b141829,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_139,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__f7ee8a2d,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_165,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__6a41052c,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_178,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__f11f64f5,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_179,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__3e047035,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_184,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__ca65a359,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_185,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_REP_ORIGIN_CL_ORI__bf90b3e0,ORI_BACTERIAL_REP_ORIGIN__CL_ORI_BACTERIAL_206,Rep Origin,rep_origin,ORI_BACTERIAL,rep_origin,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_RIGHT_CL_ORI_BACTERIAL_193,ORI_BACTERIAL_RIGHT__CL_ORI_BACTERIAL_193,Right,rep_origin,ORI_BACTERIAL,Right,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_RK2_CL_ORI_BACTERIAL_136,ORI_BACTERIAL_RK2__CL_ORI_BACTERIAL_136,Rk2,rep_origin,ORI_BACTERIAL,Rk2,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_RP4_CL_ORI_BACTERIAL_009,ORI_BACTERIAL_RP4__CL_ORI_BACTERIAL_009,Rp4,rep_origin,ORI_BACTERIAL,Rp4,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_RP4_CL_ORI_BACTERIAL_164,ORI_BACTERIAL_RP4__CL_ORI_BACTERIAL_164,Rp4,rep_origin,ORI_BACTERIAL,Rp4,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_RSF1010_CL_ORI_BAC_32a15116,ORI_BACTERIAL_RSF1010__CL_ORI_BACTERIAL_055,Rsf1010,rep_origin,ORI_BACTERIAL,Rsf1010,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_RSF1010_CL_ORI_BAC_1342a44f,ORI_BACTERIAL_RSF1010__CL_ORI_BACTERIAL_101,Rsf1010,rep_origin,ORI_BACTERIAL,Rsf1010,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_SBA_000510_CL_ORI__f553a9b9,ORI_BACTERIAL_SBA_000510__CL_ORI_BACTERIAL_072,Sba 000510,rep_origin,ORI_BACTERIAL,Sba_000510,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_SC101_CL_ORI_BACTERIAL_022,ORI_BACTERIAL_SC101*__CL_ORI_BACTERIAL_022,Sc101*,rep_origin,ORI_BACTERIAL,Sc101*,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_SSO_CL_ORI_BACTERIAL_111,ORI_BACTERIAL_SSO__CL_ORI_BACTERIAL_111,Sso,rep_origin,ORI_BACTERIAL,Sso,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_BACTERIAL_SV40_CL_ORI_BACTERIAL_145,ORI_BACTERIAL_SV40__CL_ORI_BACTERIAL_145,Sv40,rep_origin,ORI_BACTERIAL,Sv40,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_EUK_SV40_ORI_CL_ORI_EUK_001,ORI_EUK_SV40_ORI__CL_ORI_EUK_001,Sv40 Ori,misc_feature,ORI_EUK,SV40_ori,unknown,silver,unverified,0,0,u|n|k|n|o|w|n
SPLICIFY_ORI_PHAGE_M13_ORI_CL_ORI_PHAGE_001,ORI_PHAGE_M13_ORI__CL_ORI_PHAGE_001,M13 Ori,rep_origin,ORI_PHAGE,M13_ori,ori_phage,silver,unverified,0,0,p|h|a|g|e
SPLICIFY_ORI_PHAGE_M13_ORI_CL_ORI_PHAGE_012,ORI_PHAGE_M13_ORI__CL_ORI_PHAGE_012,M13 Ori,rep_origin,ORI_PHAGE,M13_ori,ori_phage,silver,unverified,0,0,p|h|a|g|e
SPLICIFY_POLYA_SIGNAL_POLYA_SIGNAL_CL_POL_0adc8728,POLYA_SIGNAL_POLYA_SIGNAL__CL_POLYA_SIGNAL_003,Polya Signal,polyA_signal,POLYA_SIGNAL,polyA_signal,polya,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_POLYA_SIGNAL_POLYA_SIGNAL_CL_POL_90d1e41a,POLYA_SIGNAL_POLYA_SIGNAL__CL_POLYA_SIGNAL_005,Polya Signal,polyA_signal,POLYA_SIGNAL,polyA_signal,polya,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_POLYA_SIGNAL_POLYA_SIGNAL_CL_POL_5af6eb80,POLYA_SIGNAL_POLYA_SIGNAL__CL_POLYA_SIGNAL_013,Polya Signal,polyA_signal,POLYA_SIGNAL,polyA_signal,polya,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_POLYA_SIGNAL_POLYA_SIGNAL_CL_POL_95d9423b,POLYA_SIGNAL_POLYA_SIGNAL__CL_POLYA_SIGNAL_017,Polya Signal,polyA_signal,POLYA_SIGNAL,polyA_signal,polya,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_BACTERIAL_ARABAD_CL_PRO_76de9d18,PROMOTER_BACTERIAL_ARABAD__CL_PROMOTER_BACTERIAL_001,Arabad,promoter,PROMOTER_BACTERIAL,araBAD,promoter,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_PROMOTER_BACTERIAL_ARABAD_CL_PRO_51d07db1,PROMOTER_BACTERIAL_ARABAD__CL_PROMOTER_BACTERIAL_003,Arabad,promoter,PROMOTER_BACTERIAL,araBAD,promoter,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_PROMOTER_BACTERIAL_ARABAD_CL_PRO_4b2faf1a,PROMOTER_BACTERIAL_ARABAD__CL_PROMOTER_BACTERIAL_006,Arabad,promoter,PROMOTER_BACTERIAL,araBAD,promoter,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_PROMOTER_BACTERIAL_ARABAD_CL_PRO_b03c1803,PROMOTER_BACTERIAL_ARABAD__CL_PROMOTER_BACTERIAL_007,Arabad,promoter,PROMOTER_BACTERIAL,araBAD,promoter,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
